Symbol	RAPdb	MSU	Keyword	Title	path
ABC1|OsFd-GOGAT|SPL32|ES7	Os07g0658400	LOC_Os07g46460	seedlings	ES7, encoding a ferredoxin-dependent glutamate synthase, functions in nitrogen metabolism and impacts leaf senescence in rice	data/Gene/Abstract/A/ABC1
ABC1|OsFd-GOGAT|SPL32|ES7	Os07g0658400	LOC_Os07g46460	chloroplast	ES7, encoding a ferredoxin-dependent glutamate synthase, functions in nitrogen metabolism and impacts leaf senescence in rice	data/Gene/Abstract/A/ABC1
ABC1|OsFd-GOGAT|SPL32|ES7	Os07g0658400	LOC_Os07g46460	senescence	ES7, encoding a ferredoxin-dependent glutamate synthase, functions in nitrogen metabolism and impacts leaf senescence in rice	data/Gene/Abstract/A/ABC1
ABC1|OsFd-GOGAT|SPL32|ES7	Os07g0658400	LOC_Os07g46460	senescence	ES7, encoding a ferredoxin-dependent glutamate synthase, functions in nitrogen metabolism and impacts leaf senescence in rice	data/Gene/Abstract/A/ABC1
ABC1|OsFd-GOGAT|SPL32|ES7	Os07g0658400	LOC_Os07g46460	tillering	ES7, encoding a ferredoxin-dependent glutamate synthase, functions in nitrogen metabolism and impacts leaf senescence in rice	data/Gene/Abstract/A/ABC1
AChE	Os07g0586200	LOC_Os07g39750	seedlings	Overexpression of acetylcholinesterase gene in rice results in enhancement of shoot gravitropism.	data/Gene/Abstract/A/AChE
AChE	Os07g0586200	LOC_Os07g39750	acetylcholinesterase	Overexpression of acetylcholinesterase gene in rice results in enhancement of shoot gravitropism	data/Gene/Abstract/A/AChE
AChE	Os07g0586200	LOC_Os07g39750	shoot gravitropism	Overexpression of acetylcholinesterase gene in rice results in enhancement of shoot gravitropism	data/Gene/Abstract/A/AChE
AChE	Os07g0586200	LOC_Os07g39750	gravitropic response	Overexpression of acetylcholinesterase gene in rice results in enhancement of shoot gravitropism	data/Gene/Abstract/A/AChE
ACL1	Os04g0415000	LOC_Os04g33860	leaf	Overexpression of ACL1 (abaxially curled leaf 1) increased Bulliform cells and induced Abaxial curling of leaf blades in rice	data/Gene/Abstract/A/ACL1
ACL2	Os02g0536500	LOC_Os02g33330	leaf	Overexpression of ACL1 (abaxially curled leaf 1) increased Bulliform cells and induced Abaxial curling of leaf blades in rice	data/Gene/Abstract/A/ACL2
ACR7	Os03g0413100	LOC_Os03g29980	leaf	ACT domain repeat protein 7, ACR7, interacts with a chaperone HSP18.0-CII in rice nuclei	data/Gene/Abstract/OS/A/OsACR7
ACR7	Os03g0413100	LOC_Os03g29980	xylem	ACT domain repeat protein 7, ACR7, interacts with a chaperone HSP18.0-CII in rice nuclei	data/Gene/Abstract/OS/A/OsACR7
ACR7	Os03g0413100	LOC_Os03g29980	vascular bundle	ACT domain repeat protein 7, ACR7, interacts with a chaperone HSP18.0-CII in rice nuclei	data/Gene/Abstract/OS/A/OsACR7
ADCa|OsAdc2	Os04g0107600	LOC_Os04g01690	leaf	Molecular characterization of the Arginine decarboxylase gene family in rice	data/Gene/Body/A/ADCa~OsAdc2
ADCa|OsAdc2	Os04g0107600	LOC_Os04g01690	stem	Molecular characterization of the Arginine decarboxylase gene family in rice	data/Gene/Body/A/ADCa~OsAdc2
ADCa|OsAdc2	Os04g0107600	LOC_Os04g01690	root	Molecular characterization of the Arginine decarboxylase gene family in rice	data/Gene/Body/A/ADCa~OsAdc2
Adh1	Os11g0210300	LOC_Os11g10480	submergence	A Point Mutation of Adh1 Gene is Involved in the Repression of Coleoptile Elongation under Submergence in Rice	data/Gene/Abstract/A/Adh1
Adk-a	Os12g0236400	LOC_Os12g13380	temperature	Molecular characterization of cDNA encoding for adenylate kinase of rice (Oryza sativa L.)	data/Gene/Abstract/A/Adk-a
Adk-a	Os12g0236400	LOC_Os12g13380	growth	Molecular characterization of cDNA encoding for adenylate kinase of rice (Oryza sativa L.)	data/Gene/Abstract/A/Adk-a
ADL1|OsDEK1	Os02g0709400	LOC_Os02g47970	leaf	The ADAXIALIZED LEAF1 gene functions in leaf and embryonic pattern formation in rice	data/Gene/Abstract/OS/D/OsDEK1
ADL1|OsDEK1	Os02g0709400	LOC_Os02g47970	leaf development	The ADAXIALIZED LEAF1 gene functions in leaf and embryonic pattern formation in rice	data/Gene/Abstract/OS/D/OsDEK1
ADL1|OsDEK1	Os02g0709400	LOC_Os02g47970	shoot	The ADAXIALIZED LEAF1 gene functions in leaf and embryonic pattern formation in rice	data/Gene/Abstract/OS/D/OsDEK1
AGO18|OsAGO18	Os07g0471300	LOC_Os07g28850	resistance	Viral-inducible Argonaute18 confers broad-spectrum virus resistance in rice by sequestering a host microRNA.	data/Gene/Abstract/A/AGO18
AID1	Os06g0181300	LOC_Os06g08290	flower	The ANTHER INDEHISCENCE1 gene encoding a single MYB domain protein is involved in anther development in rice	data/Gene/Abstract/A/AID1
AID1	Os06g0181300	LOC_Os06g08290	pollen	The ANTHER INDEHISCENCE1 gene encoding a single MYB domain protein is involved in anther development in rice	data/Gene/Abstract/A/AID1
AID1	Os06g0181300	LOC_Os06g08290	panicle	The ANTHER INDEHISCENCE1 gene encoding a single MYB domain protein is involved in anther development in rice	data/Gene/Abstract/A/AID1
AID1	Os06g0181300	LOC_Os06g08290	spikelet	The ANTHER INDEHISCENCE1 gene encoding a single MYB domain protein is involved in anther development in rice	data/Gene/Abstract/A/AID1
AID1	Os06g0181300	LOC_Os06g08290	grain	The ANTHER INDEHISCENCE1 gene encoding a single MYB domain protein is involved in anther development in rice	data/Gene/Abstract/A/AID1
AID1	Os06g0181300	LOC_Os06g08290	tiller	The ANTHER INDEHISCENCE1 gene encoding a single MYB domain protein is involved in anther development in rice	data/Gene/Abstract/A/AID1
AID1	Os06g0181300	LOC_Os06g08290	anther	The ANTHER INDEHISCENCE1 gene encoding a single MYB domain protein is involved in anther development in rice	data/Gene/Abstract/A/AID1
AID1	Os06g0181300	LOC_Os06g08290	sterility	The ANTHER INDEHISCENCE1 gene encoding a single MYB domain protein is involved in anther development in rice	data/Gene/Abstract/A/AID1
AL1	Os01g0382200	LOC_Os01g28474	vascular bundle	A novel endosperm transfer cell-containing region-specific gene and its promoter in rice	data/Gene/Abstract/A/AL1
AL2	Os09g0363100	LOC_Os09g19850	seedling	Albino Leaf 2 is involved in the splicing of chloroplast group I and II introns in rice.	data/Gene/Abstract/A/AL2
AL2	Os09g0363100	LOC_Os09g19850	chloroplast	Albino Leaf 2 is involved in the splicing of chloroplast group I and II introns in rice.	data/Gene/Abstract/A/AL2
AL2	Os09g0363100	LOC_Os09g19850	chloroplast	Albino Leaf 2 is involved in the splicing of chloroplast group I and II introns in rice.	data/Gene/Abstract/A/AL2
AL2	Os09g0363100	LOC_Os09g19850	chloroplast	Albino Leaf 2 is involved in the splicing of chloroplast group I and II introns in rice.	data/Gene/Abstract/A/AL2
AL2	Os09g0363100	LOC_Os09g19850	chloroplast	Albino Leaf 2 is involved in the splicing of chloroplast group I and II introns in rice.	data/Gene/Abstract/A/AL2
AL2	Os09g0363100	LOC_Os09g19850	chloroplast	Albino Leaf 2 is involved in the splicing of chloroplast group I and II introns in rice.	data/Gene/Abstract/A/AL2
AL2	Os09g0363100	LOC_Os09g19850	seedling death	Albino Leaf 2 is involved in the splicing of chloroplast group I and II introns in rice.	data/Gene/Abstract/A/AL2
AL8|RAE2|GAD1	Os08g0485500	LOC_Os08g37890	domestication	Loss of function at RAE2, a previously unidentified EPFL, is required for awnlessness in cultivated Asian rice.	data/Gene/Abstract/A/AL8
AL8|RAE2|GAD1	Os08g0485500	LOC_Os08g37890	development	Loss of function at RAE2, a previously unidentified EPFL, is required for awnlessness in cultivated Asian rice.	data/Gene/Abstract/A/AL8
AL8|RAE2|GAD1	Os08g0485500	LOC_Os08g37890	 awn 	Loss of function at RAE2, a previously unidentified EPFL, is required for awnlessness in cultivated Asian rice.	data/Gene/Abstract/A/AL8
AL8|RAE2|GAD1	Os08g0485500	LOC_Os08g37890	 awn 	Loss of function at RAE2, a previously unidentified EPFL, is required for awnlessness in cultivated Asian rice.	data/Gene/Abstract/A/AL8
AL8|RAE2|GAD1	Os08g0485500	LOC_Os08g37890	grain	GAD1 Encodes a Secreted Peptide That Regulates Grain Number, Grain Length and Awn Development in Rice Domestication.	data/Gene/Abstract/A/AL8
AL8|RAE2|GAD1	Os08g0485500	LOC_Os08g37890	development	GAD1 Encodes a Secreted Peptide That Regulates Grain Number, Grain Length and Awn Development in Rice Domestication.	data/Gene/Abstract/A/AL8
AL8|RAE2|GAD1	Os08g0485500	LOC_Os08g37890	 awn 	GAD1 Encodes a Secreted Peptide That Regulates Grain Number, Grain Length and Awn Development in Rice Domestication.	data/Gene/Abstract/A/AL8
AL8|RAE2|GAD1	Os08g0485500	LOC_Os08g37890	grains per panicle	GAD1 Encodes a Secreted Peptide That Regulates Grain Number, Grain Length and Awn Development in Rice Domestication.	data/Gene/Abstract/A/AL8
AL8|RAE2|GAD1	Os08g0485500	LOC_Os08g37890	grain number	GAD1 Encodes a Secreted Peptide That Regulates Grain Number, Grain Length and Awn Development in Rice Domestication.	data/Gene/Abstract/A/AL8
AL8|RAE2|GAD1	Os08g0485500	LOC_Os08g37890	grain length	GAD1 Encodes a Secreted Peptide That Regulates Grain Number, Grain Length and Awn Development in Rice Domestication.	data/Gene/Abstract/A/AL8
AlaAT|OsAlaAT1	Os10g0390500	LOC_Os10g25130	nitrogen	Molecular characterization of a gene for alanine aminotransferase from rice (Oryza sativa)	data/Gene/Abstract/A/AlaAT
AlaAT|OsAlaAT1	Os10g0390500	LOC_Os10g25130	seed	Molecular characterization of a gene for alanine aminotransferase from rice (Oryza sativa)	data/Gene/Abstract/A/AlaAT
AlaAT|OsAlaAT1	Os10g0390500	LOC_Os10g25130	starch	Alanine aminotransferase 1 (OsAlaAT1) plays an essential role in the regulation of starch storage in rice endosperm.	data/Gene/Abstract/A/AlaAT
AlaAT|OsAlaAT1	Os10g0390500	LOC_Os10g25130	starch	Alanine aminotransferase 1 (OsAlaAT1) plays an essential role in the regulation of starch storage in rice endosperm.	data/Gene/Abstract/A/AlaAT
ALDH2a|OsALDH2B5	Os02g0730000	LOC_Os02g49720	mitochondria	Expression of a gene encoding mitochondrial aldehyde dehydrogenase in rice increases under submerged conditions	data/Gene/Abstract/OS/A/OsALDH2a~OsALDH2B5
ALDH2a|OsALDH2B5	Os02g0730000	LOC_Os02g49720	seedling	Organ-specific expressions and chromosomal locations of two mitochondrial aldehyde dehydrogenase genes from rice (Oryza sativa L.), ALDH2a and ALDH2b	data/Gene/Abstract/OS/A/OsALDH2a~OsALDH2B5
ALDH2a|OsALDH2B5	Os02g0730000	LOC_Os02g49720	sheath	Expression of a gene encoding mitochondrial aldehyde dehydrogenase in rice increases under submerged conditions	data/Gene/Abstract/OS/A/OsALDH2a~OsALDH2B5
ALDH2a|OsALDH2B5	Os02g0730000	LOC_Os02g49720	submergence	Induction of mitochondrial aldehyde dehydrogenase by submergence facilitates oxidation of acetaldehyde during re-aeration in rice	data/Gene/Abstract/OS/A/OsALDH2a~OsALDH2B5
ALDH2a|OsALDH2B5	Os02g0730000	LOC_Os02g49720	panicle	Expression of a gene encoding mitochondrial aldehyde dehydrogenase in rice increases under submerged conditions	data/Gene/Abstract/OS/A/OsALDH2a~OsALDH2B5
ALDH2a|OsALDH2B5	Os02g0730000	LOC_Os02g49720	seedling	Expression of a gene encoding mitochondrial aldehyde dehydrogenase in rice increases under submerged conditions	data/Gene/Abstract/OS/A/OsALDH2a~OsALDH2B5
ALDH2a|OsALDH2B5	Os02g0730000	LOC_Os02g49720	mitochondria	Induction of mitochondrial aldehyde dehydrogenase by submergence facilitates oxidation of acetaldehyde during re-aeration in rice	data/Gene/Abstract/OS/A/OsALDH2a~OsALDH2B5
ALDH2a|OsALDH2B5	Os02g0730000	LOC_Os02g49720	leaf	Expression of a gene encoding mitochondrial aldehyde dehydrogenase in rice increases under submerged conditions	data/Gene/Abstract/OS/A/OsALDH2a~OsALDH2B5
ALDH2a|OsALDH2B5	Os02g0730000	LOC_Os02g49720	panicle	Organ-specific expressions and chromosomal locations of two mitochondrial aldehyde dehydrogenase genes from rice (Oryza sativa L.), ALDH2a and ALDH2b	data/Gene/Abstract/OS/A/OsALDH2a~OsALDH2B5
ALDH2a|OsALDH2B5	Os02g0730000	LOC_Os02g49720	submergence	Expression of a gene encoding mitochondrial aldehyde dehydrogenase in rice increases under submerged conditions	data/Gene/Abstract/OS/A/OsALDH2a~OsALDH2B5
ALDH2a|OsALDH2B5	Os02g0730000	LOC_Os02g49720	mitochondria	Organ-specific expressions and chromosomal locations of two mitochondrial aldehyde dehydrogenase genes from rice (Oryza sativa L.), ALDH2a and ALDH2b	data/Gene/Abstract/OS/A/OsALDH2a~OsALDH2B5
ALK|SSIIa	Os06g0229800	LOC_Os06g12450	starch	Association between nonsynonymous mutations of starch synthase IIa and starch quality in rice (Oryza sativa)	data/Gene/Abstract/A/ALK~SSIIa
ALK|SSIIa	Os06g0229800	LOC_Os06g12450	starch	OsbZIP58, a basic leucine zipper transcription factor, regulates starch biosynthesis in rice endosperm	data/Gene/Abstract/A/ALK~SSIIa
ALK|SSIIa	Os06g0229800	LOC_Os06g12450	grain	Association between nonsynonymous mutations of starch synthase IIa and starch quality in rice (Oryza sativa)	data/Gene/Abstract/A/ALK~SSIIa
ALK|SSIIa	Os06g0229800	LOC_Os06g12450	temperature	Double repression of soluble starch synthase genes SSIIa and SSIIIa in rice (Oryza sativa L.) uncovers interactive effects on the physicochemical properties of starch	data/Gene/Abstract/A/ALK~SSIIa
ALK|SSIIa	Os06g0229800	LOC_Os06g12450	starch	Double repression of soluble starch synthase genes SSIIa and SSIIIa in rice (Oryza sativa L.) uncovers interactive effects on the physicochemical properties of starch	data/Gene/Abstract/A/ALK~SSIIa
ALK|SSIIa	Os06g0229800	LOC_Os06g12450	domestication	Association between nonsynonymous mutations of starch synthase IIa and starch quality in rice (Oryza sativa)	data/Gene/Abstract/A/ALK~SSIIa
ALK|SSIIa	Os06g0229800	LOC_Os06g12450	grain	Double repression of soluble starch synthase genes SSIIa and SSIIIa in rice (Oryza sativa L.) uncovers interactive effects on the physicochemical properties of starch	data/Gene/Abstract/A/ALK~SSIIa
ALK|SSIIa	Os06g0229800	LOC_Os06g12450	starch	ALK, the key gene for gelatinization temperature, is a modifier gene for gel consistency in rice	data/Gene/Abstract/A/ALK~SSIIa
ALK|SSIIa	Os06g0229800	LOC_Os06g12450	starch	Association between nonsynonymous mutations of starch synthase IIa and starch quality in rice (Oryza sativa)	data/Gene/Abstract/A/ALK~SSIIa
ALK|SSIIa	Os06g0229800	LOC_Os06g12450	temperature	ALK, the key gene for gelatinization temperature, is a modifier gene for gel consistency in rice	data/Gene/Abstract/A/ALK~SSIIa
alphaAmy3|OsAmy3D|RAmy3D	Os08g0473900	LOC_Os08g36910	seed	Structural organization and differential expression of rice alpha-amylase genes	data/Gene/Abstract/OS/A/OsAmy3D~RAmy3D
ALS3	Os01g0674700	LOC_Os01g48380	seedling	The rice ALS3 encoding a novel pentatricopeptide repeat protein is required for chloroplast development and seedling growth.	data/Gene/Abstract/A/ALS3
ALS3	Os01g0674700	LOC_Os01g48380	chloroplast	The rice ALS3 encoding a novel pentatricopeptide repeat protein is required for chloroplast development and seedling growth.	data/Gene/Abstract/A/ALS3
ALS3	Os01g0674700	LOC_Os01g48380	development	The rice ALS3 encoding a novel pentatricopeptide repeat protein is required for chloroplast development and seedling growth.	data/Gene/Abstract/A/ALS3
ALT1	Os01g0779400	LOC_Os01g57110	ATPase	ALT1, a Snf2 Family Chromatin Remodeling ATPase, Negatively Regulates Alkaline Tolerance through Enhanced Defense against Oxidative Stress in Rice	data/Gene/Abstract/A/ALT1
ALT1	Os01g0779400	LOC_Os01g57110	alkaline tolerance	ALT1, a Snf2 Family Chromatin Remodeling ATPase, Negatively Regulates Alkaline Tolerance through Enhanced Defense against Oxidative Stress in Rice	data/Gene/Abstract/A/ALT1
ALT1	Os01g0779400	LOC_Os01g57110	defense	ALT1, a Snf2 Family Chromatin Remodeling ATPase, Negatively Regulates Alkaline Tolerance through Enhanced Defense against Oxidative Stress in Rice	data/Gene/Abstract/A/ALT1
ALT1	Os01g0779400	LOC_Os01g57110	oxidative stress	ALT1, a Snf2 Family Chromatin Remodeling ATPase, Negatively Regulates Alkaline Tolerance through Enhanced Defense against Oxidative Stress in Rice	data/Gene/Abstract/A/ALT1
ALT1	Os01g0779400	LOC_Os01g57110	map-based cloning	ALT1, a Snf2 Family Chromatin Remodeling ATPase, Negatively Regulates Alkaline Tolerance through Enhanced Defense against Oxidative Stress in Rice	data/Gene/Abstract/A/ALT1
ALT1	Os01g0779400	LOC_Os01g57110	alkaline stress	ALT1, a Snf2 Family Chromatin Remodeling ATPase, Negatively Regulates Alkaline Tolerance through Enhanced Defense against Oxidative Stress in Rice	data/Gene/Abstract/A/ALT1
AM1	Os04g0682800	LOC_Os04g58620	seed	Albino midrib 1, encoding a putative potassium efflux antiporter, affects chloroplast development and drought tolerance in rice.	data/Gene/Abstract/A/AM1
AM1	Os04g0682800	LOC_Os04g58620	chloroplast	Albino midrib 1, encoding a putative potassium efflux antiporter, affects chloroplast development and drought tolerance in rice.	data/Gene/Abstract/A/AM1
AM1	Os04g0682800	LOC_Os04g58620	chloroplast	Albino midrib 1, encoding a putative potassium efflux antiporter, affects chloroplast development and drought tolerance in rice.	data/Gene/Abstract/A/AM1
AM1	Os04g0682800	LOC_Os04g58620	drought	Albino midrib 1, encoding a putative potassium efflux antiporter, affects chloroplast development and drought tolerance in rice.	data/Gene/Abstract/A/AM1
AM1	Os04g0682800	LOC_Os04g58620	drought	Albino midrib 1, encoding a putative potassium efflux antiporter, affects chloroplast development and drought tolerance in rice.	data/Gene/Abstract/A/AM1
AM1	Os04g0682800	LOC_Os04g58620	salinity	Albino midrib 1, encoding a putative potassium efflux antiporter, affects chloroplast development and drought tolerance in rice.	data/Gene/Abstract/A/AM1
AM1	Os04g0682800	LOC_Os04g58620	salt	Albino midrib 1, encoding a putative potassium efflux antiporter, affects chloroplast development and drought tolerance in rice.	data/Gene/Abstract/A/AM1
AM1	Os04g0682800	LOC_Os04g58620	seed germination	Albino midrib 1, encoding a putative potassium efflux antiporter, affects chloroplast development and drought tolerance in rice.	data/Gene/Abstract/A/AM1
AM1	Os04g0682800	LOC_Os04g58620	photosynthesis	Albino midrib 1, encoding a putative potassium efflux antiporter, affects chloroplast development and drought tolerance in rice.	data/Gene/Abstract/A/AM1
AM1	Os04g0682800	LOC_Os04g58620	tolerance	Albino midrib 1, encoding a putative potassium efflux antiporter, affects chloroplast development and drought tolerance in rice.	data/Gene/Abstract/A/AM1
AM1	Os04g0682800	LOC_Os04g58620	tolerance	Albino midrib 1, encoding a putative potassium efflux antiporter, affects chloroplast development and drought tolerance in rice.	data/Gene/Abstract/A/AM1
AM1	Os04g0682800	LOC_Os04g58620	potassium	Albino midrib 1, encoding a putative potassium efflux antiporter, affects chloroplast development and drought tolerance in rice.	data/Gene/Abstract/A/AM1
AmyI-1|RAmy1A	Os02g0765600	LOC_Os02g52710	starch	The rice alpha-amylase glycoprotein is targeted from the Golgi apparatus through the secretory pathway to the plastids	data/Gene/Abstract/R/RAmy1A
AmyI-1|RAmy1A	Os02g0765600	LOC_Os02g52710	gibberellin	Functional dissections between GAMYB and Dof transcription factors suggest a role for protein-protein associations in the gibberellin-mediated expression of the RAmy1A gene in the rice aleurone	data/Gene/Abstract/R/RAmy1A
AmyI-1|RAmy1A	Os02g0765600	LOC_Os02g52710	transcription factor	Functional dissections between GAMYB and Dof transcription factors suggest a role for protein-protein associations in the gibberellin-mediated expression of the RAmy1A gene in the rice aleurone	data/Gene/Abstract/R/RAmy1A
AmyI-1|RAmy1A	Os02g0765600	LOC_Os02g52710	seed	Two cis-acting elements necessary and sufficient for gibberellin-upregulated proteinase expression in rice seeds	data/Gene/Abstract/R/RAmy1A
AmyI-1|RAmy1A	Os02g0765600	LOC_Os02g52710	gibberellin	Functional dissection of a sugar-repressed Î±-amylase gene (RAmy1A) promoter in rice embryos	data/Gene/Abstract/R/RAmy1A
An-1	Os04g0350700	LOC_Os04g28280	grains per panicle	An-1 encodes a basic helix-loop-helix protein that regulates awn development, grain size, and grain number in rice	data/Gene/Abstract/A/An-1
An-1	Os04g0350700	LOC_Os04g28280	grain yield	An-1 encodes a basic helix-loop-helix protein that regulates awn development, grain size, and grain number in rice	data/Gene/Abstract/A/An-1
An-1	Os04g0350700	LOC_Os04g28280	grain number	An-1 encodes a basic helix-loop-helix protein that regulates awn development, grain size, and grain number in rice	data/Gene/Abstract/A/An-1
An-1	Os04g0350700	LOC_Os04g28280	 awn 	An-1 encodes a basic helix-loop-helix protein that regulates awn development, grain size, and grain number in rice	data/Gene/Abstract/A/An-1
An-1	Os04g0350700	LOC_Os04g28280	panicle	An-1 encodes a basic helix-loop-helix protein that regulates awn development, grain size, and grain number in rice	data/Gene/Abstract/A/An-1
An-1	Os04g0350700	LOC_Os04g28280	yield	An-1 encodes a basic helix-loop-helix protein that regulates awn development, grain size, and grain number in rice	data/Gene/Abstract/A/An-1
An-1	Os04g0350700	LOC_Os04g28280	grain	An-1 encodes a basic helix-loop-helix protein that regulates awn development, grain size, and grain number in rice	data/Gene/Abstract/A/An-1
An-1	Os04g0350700	LOC_Os04g28280	grain size	An-1 encodes a basic helix-loop-helix protein that regulates awn development, grain size, and grain number in rice	data/Gene/Abstract/A/An-1
An-1	Os04g0350700	LOC_Os04g28280	cell division	An-1 encodes a basic helix-loop-helix protein that regulates awn development, grain size, and grain number in rice	data/Gene/Abstract/A/An-1
AOX1a|OsAOX1a	Os04g0600200	LOC_Os04g51150	cold tolerance	Overexpression of an alternative oxidase gene, OsAOX1a, improves cold tolerance in Oryza sativa L	data/Gene/Abstract/OS/A/OsAOX1a
AOX1a|OsAOX1a	Os04g0600200	LOC_Os04g51150	oxidative	Overexpression of an alternative oxidase gene, OsAOX1a, improves cold tolerance in Oryza sativa L	data/Gene/Abstract/OS/A/OsAOX1a
AOX1a|OsAOX1a	Os04g0600200	LOC_Os04g51150	temperature	Transcript levels of tandem-arranged alternative oxidase genes in rice are increased by low temperature	data/Gene/Abstract/OS/A/OsAOX1a
AOX1a|OsAOX1a	Os04g0600200	LOC_Os04g51150	seedling	Overexpression of an alternative oxidase gene, OsAOX1a, improves cold tolerance in Oryza sativa L	data/Gene/Abstract/OS/A/OsAOX1a
AOX1a|OsAOX1a	Os04g0600200	LOC_Os04g51150	mitochondria	Unravelling mitochondrial retrograde regulation in the abiotic stress induction of rice ALTERNATIVE OXIDASE 1 genes	data/Gene/Abstract/OS/A/OsAOX1a
AOX1a|OsAOX1a	Os04g0600200	LOC_Os04g51150	growth	Overexpression of an alternative oxidase gene, OsAOX1a, improves cold tolerance in Oryza sativa L	data/Gene/Abstract/OS/A/OsAOX1a
AOX1a|OsAOX1a	Os04g0600200	LOC_Os04g51150	cold stress	Overexpression of an alternative oxidase gene, OsAOX1a, improves cold tolerance in Oryza sativa L	data/Gene/Abstract/OS/A/OsAOX1a
AOX1a|OsAOX1a	Os04g0600200	LOC_Os04g51150	root	Overexpression of an alternative oxidase gene, OsAOX1a, improves cold tolerance in Oryza sativa L	data/Gene/Abstract/OS/A/OsAOX1a
AOX1a|OsAOX1a	Os04g0600200	LOC_Os04g51150	mitochondria	DCW11, down-regulated gene 11 in CW-type cytoplasmic male sterile rice, encoding mitochondrial protein phosphatase 2c is related to cytoplasmic male sterility	data/Gene/Abstract/OS/A/OsAOX1a
AOX1a|OsAOX1a	Os04g0600200	LOC_Os04g51150	abiotic stress	Unravelling mitochondrial retrograde regulation in the abiotic stress induction of rice ALTERNATIVE OXIDASE 1 genes	data/Gene/Abstract/OS/A/OsAOX1a
AP37|OsERF3	Os01g0797600	LOC_Os01g58420	drought	Overexpression of the Transcription Factor AP37 in Rice Improves Grain Yield under Drought Conditions	data/Gene/Abstract/OS/E/OsERF3
AP37|OsERF3	Os01g0797600	LOC_Os01g58420	stem	An EAR-motif-containing ERF transcription factor affects herbivore-induced signaling, defense and resistance in rice	data/Gene/Abstract/OS/E/OsERF3
AP37|OsERF3	Os01g0797600	LOC_Os01g58420	salinity	Overexpression of the Transcription Factor AP37 in Rice Improves Grain Yield under Drought Conditions	data/Gene/Abstract/OS/E/OsERF3
